,Name,Artist,Acousticness,Danceability,Speechiness,Energy,Liveness,Valence,Key,Mode,Tempo,Duration,Popularity
209,I Fall Apart,Post Malone,0.0689,0.556,0.0382,0.538,0.196,0.291,8.0,0.0,143.95,223347.0,84.0
210,Him & I (with Halsey),G-Eazy,0.0534,0.589,0.0868,0.731,0.308,0.191,2.0,1.0,87.908,268867.0,75.0
211,Too Good At Goodbyes,Sam Smith,0.64,0.681,0.0432,0.372,0.169,0.476,5.0,1.0,91.873,201000.0,75.0
212,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,0.617,0.703,0.05,0.757,0.106,0.696,1.0,1.0,82.008,221747.0,78.0
213,I Get the Bag (feat. Migos),Gucci Mane,0.0232,0.89,0.168,0.633,0.0993,0.425,11.0,1.0,139.948,233087.0,72.0
214,River,Leon Bridges,0.689,0.658,0.0448,0.179,0.17,0.191,8.0,1.0,128.128,238560.0,73.0
215,Bank Account,21 Savage,0.0151,0.884,0.351,0.346,0.0871,0.376,8.0,0.0,75.016,220307.0,78.0
216,Silence,Marshmello,0.256,0.52,0.0853,0.761,0.17,0.286,4.0,1.0,141.971,180823.0,79.0
217,Ric Flair Drip (& Metro Boomin),Offset,0.149,0.88,0.206,0.428,0.114,0.333,9.0,1.0,100.007,172800.0,80.0
218,It's the Most Wonderful Time of the Year,Andy Williams,0.766,0.24,0.037,0.598,0.117,0.776,7.0,1.0,202.082,151933.0,61.0
219,Plain Jane,A$AP Ferg,0.0651,0.797,0.275,0.844,0.087,0.52,11.0,1.0,170.142,173600.0,76.0
220,Let You Down,NF,0.312,0.662,0.121,0.714,0.179,0.464,5.0,0.0,147.997,212120.0,82.0
221,Young Dumb & Broke,Khalid,0.199,0.798,0.0421,0.539,0.165,0.394,1.0,1.0,136.949,202547.0,81.0
222,Thunder,Imagine Dragons,0.00671,0.605,0.0438,0.822,0.147,0.288,0.0,1.0,167.997,187147.0,84.0
223,The Weekend,SZA,0.241,0.487,0.0531,0.366,0.126,0.161,8.0,0.0,68.191,272187.0,74.0
224,KOODA,6ix9ine,0.175,0.885,0.351,0.641,0.234,0.201,1.0,1.0,91.167,142582.0,65.0
225,Bad At Love,Halsey,0.0604,0.675,0.0296,0.751,0.0893,0.612,0.0,1.0,118.384,181279.0,75.0
226,Rockin' Around The Christmas Tree,Brenda Lee,0.614,0.589,0.0502,0.472,0.505,0.898,8.0,1.0,67.196,126267.0,62.0
227,New Rules,Dua Lipa,0.00261,0.762,0.0694,0.7,0.153,0.608,9.0,0.0,116.073,209320.0,82.0
228,Despacito,Luis Fonsi,0.198,0.655,0.153,0.797,0.067,0.839,2.0,1.0,177.928,229360.0,78.0
229,Rubbin off the Paint,YBN Nahmir,0.00529,0.734,0.285,0.751,0.183,0.56,1.0,1.0,161.997,159916.0,69.0
230,The Christmas Song (Merry Christmas To You),Nat King Cole,0.92,0.319,0.0341,0.21,0.138,0.209,1.0,1.0,78.696,192160.0,58.0
231,Roll In Peace (feat. XXXTENTACION),Kodak Black,0.0306,0.747,0.245,0.524,0.2,0.363,10.0,0.0,140.053,213132.0,75.0
232,Mi Gente,J Balvin,0.0179,0.774,0.0584,0.687,0.128,0.308,11.0,0.0,104.959,189440.0,72.0
233,Congratulations,Post Malone,0.215,0.63,0.0363,0.804,0.253,0.492,6.0,1.0,123.146,220293.0,83.0
234,A Holly Jolly Christmas - Single Version,Burl Ives,0.579,0.683,0.0303,0.375,0.076,0.888,0.0,1.0,140.467,135533.0,52.0
235,Shape of You,Ed Sheeran,0.065,0.703,0.0513,0.857,0.137,0.733,11.0,0.0,125.971,209973.0,0.0
236,XO Tour Llif3,Lil Uzi Vert,0.00264,0.732,0.231,0.75,0.109,0.401,11.0,0.0,155.096,182707.0,84.0
237,Candy Paint,Post Malone,0.64,0.664,0.154,0.667,0.0753,0.381,4.0,1.0,180.064,227533.0,79.0
238,1-800-273-8255,Logic,0.57,0.62,0.0479,0.574,0.19,0.352,5.0,0.0,100.021,250173.0,79.0
239,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.047,0.643,0.0856,0.783,0.083,0.579,10.0,1.0,154.084,163870.0,79.0
240,Codeine Dreaming (feat. Lil Wayne),Kodak Black,0.0652,0.736,0.222,0.604,0.124,0.574,1.0,0.0,155.007,264532.0,69.0
241,Wolves,Selena Gomez,0.00166,0.535,0.0604,0.807,0.306,0.59,11.0,0.0,127.933,240333.0,0.0
242,HUMBLE.,Kendrick Lamar,0.000282,0.908,0.102,0.621,0.0958,0.421,1.0,0.0,150.011,177000.0,82.0
243,Sorry Not Sorry,Demi Lovato,0.0237,0.705,0.225,0.64,0.262,0.887,11.0,0.0,144.077,203760.0,79.0
244,Sky Walker (feat. Travis Scott),Miguel,0.173,0.674,0.0434,0.506,0.0866,0.183,6.0,1.0,145.965,259333.0,75.0
245,The Race,Tay-K,0.00266,0.766,0.456,0.606,0.166,0.352,9.0,1.0,160.223,140000.0,72.0
246,It's Beginning to Look a Lot like Christmas,Michael Bublé,0.908,0.339,0.0375,0.214,0.341,0.363,4.0,1.0,94.775,206640.0,60.0
247,Believer,Imagine Dragons,0.0622,0.776,0.128,0.78,0.081,0.666,10.0,0.0,124.949,204347.0,87.0
248,Last Christmas,Wham!,0.189,0.735,0.0293,0.478,0.355,0.947,2.0,1.0,107.682,262960.0,64.0
249,Rudolph The Red-Nosed Reindeer,Burl Ives,0.671,0.67,0.0385,0.275,0.199,0.806,0.0,1.0,152.649,130027.0,48.0
250,God's Plan,Drake,0.0332,0.754,0.109,0.449,0.552,0.357,7.0,1.0,77.169,198973.0,84.0
251,Psycho,Post Malone,0.000445,0.66,0.0349,0.916,0.0618,0.792,11.0,0.0,128.004,216560.0,0.0
252,SAD!,XXXTENTACION,0.258,0.74,0.145,0.613,0.123,0.473,8.0,1.0,75.023,166606.0,86.0
253,Look Alive (feat. Drake),BlocBoy JB,0.00104,0.922,0.27,0.581,0.105,0.595,10.0,1.0,140.022,181263.0,77.0
254,Freaky Friday (feat. Chris Brown),Lil Dicky,0.147,0.755,0.224,0.599,0.109,0.755,8.0,1.0,133.123,216632.0,76.0
255,Plug Walk,Rich The Kid,0.202,0.876,0.143,0.519,0.108,0.158,11.0,1.0,94.981,175230.0,76.0
256,Walk It Talk It,Migos,0.0876,0.907,0.184,0.633,0.106,0.395,2.0,1.0,145.914,276147.0,77.0
257,Ric Flair Drip (& Metro Boomin),Offset,0.149,0.88,0.206,0.428,0.114,0.333,9.0,1.0,100.007,172800.0,80.0
258,Mine,Bazzi,0.0161,0.71,0.0722,0.789,0.451,0.717,4.0,1.0,142.929,131064.0,79.0
259,Stir Fry,Migos,0.00263,0.817,0.269,0.816,0.159,0.508,2.0,1.0,181.982,190288.0,73.0
260,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.047,0.643,0.0856,0.783,0.083,0.579,10.0,1.0,154.084,163870.0,79.0
261,Perfect,Ed Sheeran,0.163,0.599,0.0232,0.448,0.106,0.168,8.0,1.0,95.05,263400.0,85.0
262,rockstar (feat. 21 Savage),Post Malone,0.124,0.585,0.0712,0.52,0.131,0.129,5.0,0.0,159.801,218147.0,87.0
263,Havana (feat. Young Thug),Camila Cabello,0.184,0.765,0.03,0.523,0.132,0.394,2.0,1.0,104.988,217307.0,82.0
264,I Fall Apart,Post Malone,0.0689,0.556,0.0382,0.538,0.196,0.291,8.0,0.0,143.95,223347.0,84.0
265,All The Stars (with SZA),Kendrick Lamar,0.0605,0.698,0.0597,0.633,0.0926,0.552,8.0,1.0,96.924,232187.0,78.0
266,Finesse,Bruno Mars,0.00618,0.696,0.0833,0.841,0.313,0.678,5.0,0.0,127.968,206333.0,0.0
267,The Middle,Zedd,0.171,0.753,0.0449,0.657,0.112,0.437,7.0,1.0,107.01,184732.0,82.0
268,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,0.000813,0.645,0.299,0.705,0.128,0.376,1.0,1.0,137.133,229670.0,71.0
269,Outside Today,YoungBoy Never Broke Again,0.139,0.851,0.0694,0.666,0.105,0.0585,11.0,0.0,134.068,129105.0,71.0
270,changes,XXXTENTACION,0.883,0.669,0.029,0.308,0.0984,0.52,11.0,1.0,64.934,121887.0,84.0
271,Moonlight,XXXTENTACION,0.556,0.921,0.0804,0.537,0.102,0.711,9.0,0.0,128.009,135090.0,85.0
272,Friends,BTS,0.0668,0.55,0.0407,0.747,0.0536,0.648,1.0,1.0,79.98,199339.0,80.0
273,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,0.0168,0.713,0.15,0.831,0.118,0.584,1.0,0.0,173.948,332301.0,72.0
274,Gucci Gang,Lil Pump,0.239,0.936,0.0597,0.523,0.117,0.699,5.0,1.0,119.889,124056.0,72.0
275,Pray For Me (with Kendrick Lamar),The Weeknd,0.0762,0.735,0.093,0.677,0.111,0.188,2.0,1.0,100.584,211440.0,76.0
276,Lemon Boy,Cavetown,0.184,0.507,0.0396,0.478,0.0891,0.318,4.0,1.0,139.927,272903.0,69.0
277,Love Lies (with Normani),Khalid,0.0956,0.708,0.0449,0.648,0.134,0.338,6.0,1.0,143.955,201707.0,77.0
278,Let You Down,NF,0.312,0.662,0.121,0.714,0.179,0.464,5.0,0.0,147.997,212120.0,82.0
279,GUMMO,6ix9ine,0.0553,0.66,0.172,0.775,0.129,0.635,2.0,1.0,157.036,157643.0,68.0
280,BILLY,6ix9ine,0.175,0.764,0.288,0.711,0.105,0.774,4.0,0.0,90.076,112667.0,72.0
281,Believer,Imagine Dragons,0.0622,0.776,0.128,0.78,0.081,0.666,10.0,0.0,124.949,204347.0,87.0
282,In My Blood,Shawn Mendes,0.0573,0.622,0.066,0.712,0.13,0.487,5.0,1.0,140.025,211360.0,80.0
283,Never Be the Same,Camila Cabello,0.181,0.637,0.0747,0.713,0.137,0.243,0.0,1.0,129.923,226973.0,74.0
284,Despacito,Luis Fonsi,0.198,0.655,0.153,0.797,0.067,0.839,2.0,1.0,177.928,229360.0,78.0
285,MotorSport,Migos,0.0305,0.904,0.183,0.518,0.325,0.188,2.0,1.0,137.996,303077.0,74.0
286,New Rules,Dua Lipa,0.00261,0.762,0.0694,0.7,0.153,0.608,9.0,0.0,116.073,209320.0,82.0
287,Bodak Yellow (Money Moves) - Instrumental Version,Cardo Grandz,0.171,0.736,0.0468,0.762,0.219,0.91,9.0,1.0,125.014,218581.0,7.0
288,XO Tour Llif3,Lil Uzi Vert,0.00264,0.732,0.231,0.75,0.109,0.401,11.0,0.0,155.096,182707.0,84.0
289,Thunder,Imagine Dragons,0.00671,0.605,0.0438,0.822,0.147,0.288,0.0,1.0,167.997,187147.0,84.0
290,Heaven,Kane Brown,0.263,0.677,0.0306,0.556,0.105,0.521,9.0,1.0,80.009,179507.0,76.0
291,New Freezer (feat. Kendrick Lamar),Rich The Kid,0.0405,0.884,0.364,0.698,0.195,0.575,0.0,1.0,140.068,191938.0,68.0
292,El Farsante - Remix,Ozuna,0.218,0.737,0.0441,0.742,0.316,0.386,6.0,1.0,119.966,258000.0,72.0
293,Young Dumb & Broke,Khalid,0.199,0.798,0.0421,0.539,0.165,0.394,1.0,1.0,136.949,202547.0,81.0
294,JAPAN,Famous Dex,0.121,0.733,0.438,0.678,0.344,0.841,6.0,1.0,175.985,142000.0,74.0
295,No Limit,G-Eazy,0.0117,0.838,0.244,0.771,0.0853,0.405,1.0,1.0,175.957,245387.0,75.0
296,1-800-273-8255,Logic,0.57,0.62,0.0479,0.574,0.19,0.352,5.0,0.0,100.021,250173.0,79.0
297,Bartier Cardi (feat. 21 Savage),Cardi B,0.00111,0.908,0.181,0.524,0.383,0.109,1.0,1.0,138.015,224285.0,68.0
298,Red Roses (feat. Landon Cube),Lil Skies,0.547,0.691,0.0954,0.683,0.221,0.456,0.0,1.0,140.002,262544.0,74.0
299,Shape of You,Ed Sheeran,0.065,0.703,0.0513,0.857,0.137,0.733,11.0,0.0,125.971,209973.0,0.0
300,In My Feelings,Drake,0.00147,0.616,0.0643,0.936,0.0476,0.787,10.0,0.0,127.956,225600.0,0.0
301,FEFE,6ix9ine,0.088,0.931,0.412,0.387,0.136,0.376,1.0,1.0,125.978,179405.0,76.0
302,Lucid Dreams,Juice WRLD,0.349,0.511,0.2,0.566,0.34,0.218,6.0,0.0,83.903,239836.0,88.0
303,I Like It,Cardi B,0.099,0.816,0.129,0.726,0.372,0.65,5.0,0.0,136.048,253390.0,82.0
304,SAD!,XXXTENTACION,0.258,0.74,0.145,0.613,0.123,0.473,8.0,1.0,75.023,166606.0,86.0
305,Taste (feat. Offset),Tyga,0.0236,0.884,0.12,0.559,0.101,0.342,0.0,1.0,97.994,232959.0,79.0
306,Girls Like You (feat. Cardi B),Maroon 5,0.568,0.851,0.0505,0.541,0.13,0.448,0.0,1.0,124.959,235545.0,71.0
307,Yes Indeed,Lil Baby,0.035,0.964,0.53,0.346,0.108,0.562,5.0,0.0,119.958,142273.0,80.0
308,Nice For What,Drake,0.0891,0.586,0.0705,0.909,0.119,0.757,8.0,1.0,93.394,210747.0,79.0
309,Boo'd Up,Ella Mai,0.0862,0.561,0.0531,0.779,0.078,0.235,10.0,0.0,81.965,256064.0,72.0
310,God's Plan,Drake,0.0332,0.754,0.109,0.449,0.552,0.357,7.0,1.0,77.169,198973.0,84.0
311,Nonstop,Drake,0.0164,0.912,0.124,0.412,0.104,0.422,7.0,1.0,154.983,238614.0,81.0
312,Better Now,Post Malone,0.331,0.68,0.04,0.578,0.135,0.341,10.0,1.0,145.038,231267.0,85.0
313,God is a woman,Ariana Grande,0.0233,0.602,0.0558,0.658,0.237,0.268,1.0,1.0,145.031,197547.0,79.0
314,Psycho,Post Malone,0.000445,0.66,0.0349,0.916,0.0618,0.792,11.0,0.0,128.004,216560.0,0.0
315,I'm Upset,Drake,0.279,0.899,0.344,0.586,0.0836,0.492,11.0,0.0,150.001,214467.0,72.0
316,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,0.00552,0.745,0.331,0.346,0.0881,0.112,1.0,1.0,203.911,237240.0,72.0
317,Moonlight,XXXTENTACION,0.556,0.921,0.0804,0.537,0.102,0.711,9.0,0.0,128.009,135090.0,85.0
318,Plug Walk,Rich The Kid,0.202,0.876,0.143,0.519,0.108,0.158,11.0,1.0,94.981,175230.0,76.0
319,no tears left to cry,Ariana Grande,0.04,0.699,0.0594,0.713,0.294,0.354,9.0,0.0,121.993,205920.0,81.0
320,Despacito,Luis Fonsi,0.198,0.655,0.153,0.797,0.067,0.839,2.0,1.0,177.928,229360.0,78.0
321,rockstar (feat. 21 Savage),Post Malone,0.124,0.585,0.0712,0.52,0.131,0.129,5.0,0.0,159.801,218147.0,87.0
322,Perfect,Ed Sheeran,0.163,0.599,0.0232,0.448,0.106,0.168,8.0,1.0,95.05,263400.0,85.0
323,Mob Ties,Drake,0.0456,0.755,0.0678,0.575,0.276,0.49,4.0,0.0,85.987,205147.0,72.0
324,changes,XXXTENTACION,0.883,0.669,0.029,0.308,0.0984,0.52,11.0,1.0,64.934,121887.0,84.0
325,Believer,Imagine Dragons,0.0622,0.776,0.128,0.78,0.081,0.666,10.0,0.0,124.949,204347.0,87.0
326,APES**T,The Carters,0.016,0.698,0.266,0.783,0.176,0.378,2.0,1.0,160.034,264853.0,42.0
327,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.047,0.643,0.0856,0.783,0.083,0.579,10.0,1.0,154.084,163870.0,79.0
328,Te Boté - Remix,Nio Garcia,0.542,0.903,0.214,0.675,0.0595,0.442,11.0,0.0,96.507,417920.0,79.0
329,I Might Need Security,Chance the Rapper,0.177,0.514,0.408,0.693,0.351,0.287,9.0,1.0,110.568,240640.0,61.0
330,Youngblood,5 Seconds of Summer,0.0169,0.596,0.463,0.854,0.124,0.152,7.0,0.0,120.274,203418.0,82.0
331,Don't Matter to Me,Vancouver Sleep Clinic,0.735,0.576,0.0381,0.482,0.122,0.136,10.0,1.0,97.927,241224.0,42.0
332,All Girls Are The Same,Juice WRLD,0.0769,0.671,0.307,0.529,0.0856,0.203,0.0,1.0,161.989,165820.0,84.0
333,Look Alive (feat. Drake),BlocBoy JB,0.00104,0.922,0.27,0.581,0.105,0.595,10.0,1.0,140.022,181263.0,77.0
334,Love Lies (with Normani),Khalid,0.0956,0.708,0.0449,0.648,0.134,0.338,6.0,1.0,143.955,201707.0,77.0
335,Eastside (with Halsey & Khalid),benny blanco,0.555,0.56,0.321,0.68,0.116,0.319,6.0,0.0,89.391,173800.0,82.0
336,Walk It Talk It,Migos,0.0876,0.907,0.184,0.633,0.106,0.395,2.0,1.0,145.914,276147.0,77.0
337,The Middle,Zedd,0.171,0.753,0.0449,0.657,0.112,0.437,7.0,1.0,107.01,184732.0,82.0
338,I Fall Apart,Post Malone,0.0689,0.556,0.0382,0.538,0.196,0.291,8.0,0.0,143.95,223347.0,84.0
339,Friends,BTS,0.0668,0.55,0.0407,0.747,0.0536,0.648,1.0,1.0,79.98,199339.0,80.0
340,Jocelyn Flores,XXXTENTACION,0.469,0.872,0.242,0.391,0.297,0.437,0.0,0.0,134.021,119133.0,86.0
341,Wasted (feat. Lil Uzi Vert),Juice WRLD,0.0381,0.742,0.202,0.579,0.0952,0.502,0.0,1.0,144.994,258475.0,77.0
342,Thunder,Imagine Dragons,0.00671,0.605,0.0438,0.822,0.147,0.288,0.0,1.0,167.997,187147.0,84.0
343,Tequila,Dan + Shay,0.0312,0.489,0.0281,0.581,0.132,0.494,11.0,1.0,86.016,196747.0,75.0
344,Mine,Bazzi,0.0161,0.71,0.0722,0.789,0.451,0.717,4.0,1.0,142.929,131064.0,79.0
345,Havana (feat. Young Thug),Camila Cabello,0.184,0.765,0.03,0.523,0.132,0.394,2.0,1.0,104.988,217307.0,82.0
346,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,0.0945,0.601,0.0486,0.724,0.12,0.508,6.0,1.0,102.061,207905.0,78.0
347,XO Tour Llif3,Lil Uzi Vert,0.00264,0.732,0.231,0.75,0.109,0.401,11.0,0.0,155.096,182707.0,84.0
348,This Is America,Childish Gambino,0.117,0.854,0.137,0.463,0.354,0.549,5.0,1.0,120.024,225773.0,74.0
349,Heaven,Kane Brown,0.263,0.677,0.0306,0.556,0.105,0.521,9.0,1.0,80.009,179507.0,76.0
350,"thank u, next",Ariana Grande,0.229,0.717,0.0658,0.653,0.101,0.412,1.0,1.0,106.966,207320.0,85.0
351,Mo Bamba,Sheck Wes,0.194,0.729,0.0315,0.625,0.248,0.261,4.0,1.0,146.034,183907.0,80.0
352,Drip Too Hard (Lil Baby & Gunna),Lil Baby,0.0852,0.897,0.292,0.662,0.534,0.389,1.0,0.0,112.511,145543.0,82.0
353,SICKO MODE,Travis Scott,0.00513,0.834,0.222,0.73,0.124,0.446,8.0,1.0,155.008,312820.0,85.0
354,ZEZE (feat. Travis Scott & Offset),Kodak Black,0.0521,0.861,0.176,0.603,0.0924,0.504,8.0,0.0,98.043,228760.0,81.0
355,Lucid Dreams,Juice WRLD,0.349,0.511,0.2,0.566,0.34,0.218,6.0,0.0,83.903,239836.0,88.0
356,Without Me,Halsey,0.297,0.752,0.0705,0.488,0.0936,0.533,6.0,1.0,136.041,201661.0,84.0
357,Wake Up in the Sky,Gucci Mane,0.00381,0.8,0.0485,0.578,0.359,0.367,4.0,0.0,143.01,204665.0,76.0
358,Money Spread (feat. Young Nudy),Lil Uzi Vert,0.0227,0.78,0.223,0.617,0.302,0.226,1.0,1.0,135.879,217008.0,75.0
359,Happier,Marshmello,0.191,0.687,0.0452,0.792,0.167,0.671,5.0,1.0,100.015,214290.0,87.0
360,In My Feelings,Drake,0.00147,0.616,0.0643,0.936,0.0476,0.787,10.0,0.0,127.956,225600.0,0.0
361,bad guy,Billie Eilish,0.328,0.701,0.375,0.425,0.1,0.562,7.0,1.0,135.128,194088.0,93.0
362,MIA (feat. Drake),Bad Bunny,0.0141,0.817,0.0621,0.539,0.099,0.158,6.0,0.0,97.062,210368.0,81.0
363,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.556,0.76,0.0466,0.479,0.0703,0.913,2.0,1.0,89.911,158040.0,86.0
364,Girls Like You (feat. Cardi B),Maroon 5,0.568,0.851,0.0505,0.541,0.13,0.448,0.0,1.0,124.959,235545.0,71.0
365,FEFE,6ix9ine,0.088,0.931,0.412,0.387,0.136,0.376,1.0,1.0,125.978,179405.0,76.0
366,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,0.157,0.842,0.228,0.801,0.0642,0.617,8.0,0.0,95.881,212500.0,80.0
367,Trip,Ella Mai,0.225,0.477,0.144,0.61,0.107,0.358,11.0,0.0,79.882,213993.0,76.0
368,Armed And Dangerous,Juice WRLD,0.186,0.736,0.311,0.67,0.114,0.845,10.0,1.0,130.032,169999.0,81.0
369,Better Now,Post Malone,0.331,0.68,0.04,0.578,0.135,0.341,10.0,1.0,145.038,231267.0,85.0
370,Taste (feat. Offset),Tyga,0.0236,0.884,0.12,0.559,0.101,0.342,0.0,1.0,97.994,232959.0,79.0
371,Leave Me Alone,Flipp Dinero,0.107,0.792,0.0851,0.743,0.183,0.742,7.0,1.0,150.024,195637.0,76.0
372,SAD!,XXXTENTACION,0.258,0.74,0.145,0.613,0.123,0.473,8.0,1.0,75.023,166606.0,86.0
373,Ballin' (with Roddy Ricch),Mustard,0.392,0.809,0.0735,0.545,0.151,0.244,7.0,1.0,97.008,180435.0,88.0
374,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,0.0302,0.703,0.0412,0.723,0.126,0.288,9.0,0.0,104.969,198903.0,76.0
375,when the party's over,Billie Eilish,0.978,0.367,0.0972,0.111,0.0897,0.198,4.0,1.0,82.642,196077.0,89.0
376,Yes Indeed,Lil Baby,0.035,0.964,0.53,0.346,0.108,0.562,5.0,0.0,119.958,142273.0,80.0
377,Moonlight,XXXTENTACION,0.556,0.921,0.0804,0.537,0.102,0.711,9.0,0.0,128.009,135090.0,85.0
378,Eastside (with Halsey & Khalid),benny blanco,0.555,0.56,0.321,0.68,0.116,0.319,6.0,0.0,89.391,173800.0,82.0
379,All I Want for Christmas Is You,Mariah Carey,0.164,0.335,0.0386,0.625,0.0708,0.346,7.0,1.0,150.277,241107.0,70.0
380,I Like It,Cardi B,0.099,0.816,0.129,0.726,0.372,0.65,5.0,0.0,136.048,253390.0,82.0
381,Close Friends (Lil Baby & Gunna),Lil Baby,0.0509,0.676,0.375,0.578,0.0796,0.698,10.0,0.0,158.896,203881.0,76.0
382,Nonstop,Drake,0.0164,0.912,0.124,0.412,0.104,0.422,7.0,1.0,154.983,238614.0,81.0
383,Better,Khalid,0.0765,0.596,0.097,0.552,0.104,0.112,0.0,0.0,97.949,229320.0,78.0
384,Believer,Imagine Dragons,0.0622,0.776,0.128,0.78,0.081,0.666,10.0,0.0,124.949,204347.0,87.0
385,Topanga,Trippie Redd,0.00587,0.755,0.0454,0.615,0.109,0.039,4.0,1.0,105.955,215364.0,75.0
386,10 Freaky Girls (with 21 Savage),Metro Boomin,0.588,0.81,0.31,0.353,0.102,0.0727,6.0,0.0,88.031,208293.0,75.0
387,God's Plan,Drake,0.0332,0.754,0.109,0.449,0.552,0.357,7.0,1.0,77.169,198973.0,84.0
388,Bohemian Rhapsody - 2011 Mix,Queen,0.288,0.392,0.0536,0.402,0.243,0.228,0.0,0.0,143.883,354320.0,74.0
389,Youngblood,5 Seconds of Summer,0.0169,0.596,0.463,0.854,0.124,0.152,7.0,0.0,120.274,203418.0,82.0
390,Perfect,Ed Sheeran,0.163,0.599,0.0232,0.448,0.106,0.168,8.0,1.0,95.05,263400.0,85.0
391,Despacito,Luis Fonsi,0.198,0.655,0.153,0.797,0.067,0.839,2.0,1.0,177.928,229360.0,78.0
392,breathin,Ariana Grande,0.0211,0.568,0.0433,0.656,0.213,0.364,8.0,1.0,100.049,198160.0,76.0
393,1400 / 999 Freestyle,Trippie Redd,0.0079,0.825,0.0864,0.572,0.113,0.568,6.0,0.0,141.991,175954.0,79.0
394,rockstar (feat. 21 Savage),Post Malone,0.124,0.585,0.0712,0.52,0.131,0.129,5.0,0.0,159.801,218147.0,87.0
395,Natural,Imagine Dragons,0.217,0.704,0.0409,0.611,0.0812,0.22,2.0,1.0,100.0,189467.0,82.0
396,High Hopes,Panic! At The Disco,0.193,0.579,0.0618,0.904,0.064,0.681,5.0,1.0,82.014,190947.0,84.0
397,That's On Me,Mac Miller,0.591,0.583,0.0261,0.499,0.33,0.342,10.0,1.0,155.199,217868.0,51.0
398,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.047,0.643,0.0856,0.783,0.083,0.579,10.0,1.0,154.084,163870.0,79.0
399,Plug Walk,Rich The Kid,0.202,0.876,0.143,0.519,0.108,0.158,11.0,1.0,94.981,175230.0,76.0
400,Black Beatles,Rae Sremmurd,0.142,0.794,0.0649,0.632,0.128,0.355,0.0,1.0,145.926,291893.0,75.0
401,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,0.00381,0.807,0.275,0.887,0.391,0.78,1.0,1.0,160.517,144244.0,61.0
402,Starboy,The Weeknd,0.141,0.678,0.276,0.588,0.137,0.486,7.0,1.0,186.005,230453.0,84.0
403,Closer,The Chainsmokers,0.414,0.748,0.0338,0.524,0.111,0.661,8.0,1.0,95.01,244960.0,84.0
404,Bad and Boujee (feat. Lil Uzi Vert),Migos,0.061,0.927,0.244,0.665,0.123,0.175,11.0,1.0,127.076,343150.0,75.0
405,Broccoli,DRAM,0.236,0.886,0.132,0.525,0.057,0.708,8.0,1.0,145.99,225205.0,67.0
406,Caroline,Aminé,0.17,0.941,0.505,0.335,0.262,0.707,5.0,0.0,120.041,209640.0,75.0
407,24K Magic,Bruno Mars,0.034,0.818,0.0797,0.803,0.153,0.632,1.0,1.0,106.97,225983.0,76.0
408,Fake Love,Drake,0.105,0.928,0.287,0.481,0.176,0.613,9.0,0.0,134.007,210937.0,74.0
409,OOOUUU,Young M.A,0.533,0.635,0.447,0.847,0.154,0.568,7.0,1.0,166.072,234650.0,65.0
410,Side To Side,Ariana Grande,0.0513,0.65,0.229,0.736,0.235,0.612,6.0,0.0,159.174,226160.0,77.0
411,Bad Things (with Camila Cabello),Machine Gun Kelly,0.214,0.697,0.146,0.691,0.185,0.305,2.0,1.0,137.853,239293.0,72.0
412,All I Want for Christmas Is You,Mariah Carey,0.164,0.335,0.0386,0.625,0.0708,0.346,7.0,1.0,150.277,241107.0,70.0
413,Bounce Back,Big Sean,0.104,0.78,0.141,0.574,0.129,0.273,1.0,0.0,81.502,222360.0,74.0
414,Heathens,Twenty One Pilots,0.0841,0.732,0.0286,0.396,0.105,0.548,4.0,0.0,90.024,195920.0,80.0
415,Deja Vu,J. Cole,0.352,0.657,0.412,0.421,0.187,0.181,9.0,1.0,174.063,264747.0,69.0
416,Let Me Love You,Mario,0.235,0.656,0.0922,0.578,0.118,0.556,7.0,0.0,94.514,256733.0,75.0
417,Panda,Desiigner,0.0292,0.685,0.414,0.731,0.369,0.266,10.0,0.0,145.245,247867.0,69.0
418,I Don't Wanna Live Forever (Fifty Shades Darker),Tyler Ward,0.603,0.787,0.033,0.403,0.131,0.264,0.0,1.0,118.042,222352.0,46.0
419,No Heart,21 Savage,0.136,0.906,0.384,0.444,0.173,0.678,4.0,0.0,140.063,235040.0,70.0
420,XO Tour Llif3,Lil Uzi Vert,0.00264,0.732,0.231,0.75,0.109,0.401,11.0,0.0,155.096,182707.0,84.0
421,Neighbors,J. Cole,0.319,0.898,0.356,0.283,0.11,0.469,6.0,0.0,138.97,216520.0,71.0
422,Immortal,21 Savage,0.00813,0.741,0.503,0.87,0.114,0.663,6.0,0.0,184.194,254723.0,77.0
